ID,Case Number,Date,Primary Type,Location Description,Arrest,Domestic
101273,JC101273,09/01/2019 06:06:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,False,True
101274,JC101274,04/21/2015 06:49:00 PM,NARCOTICS,PARKING LOT,False,True
101275,JC101275,06/09/2018 02:53:00 AM,BATTERY,RESIDENCE,False,True
101276,JC101276,07/03/2015 05:11:00 AM,ASSAULT,SCHOOL,False,True
101277,JC101277,11/02/2016 12:33:00 AM,ASSAULT,RESIDENCE,True,True
101278,JC101278,06/01/2015 07:25:00 PM,THEFT,APARTMENT,False,True
101279,JC101279,04/16/2017 07:17:00 AM,ROBBERY,RESIDENCE,True,False
101280,JC101280,02/09/2016 07:20:00 AM,NARCOTICS,SIDEWALK,False,False
101281,JC101281,06/17/2016 10:06:00 AM,BURGLARY,STREET,True,False
101282,JC101282,09/25/2017 12:19:00 PM,ASSAULT,RESIDENCE,False,True
101283,JC101283,08/12/2017 04:55:00 AM,CRIMINAL DAMAGE,SIDEWALK,False,True
101284,JC101284,11/11/2017 10:44:00 AM,BURGLARY,RESIDENCE,True,True
101285,JC101285,02/23/2017 12:41:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,True,False
101286,JC101286,02/25/2016 12:45:00 AM,BATTERY,SCHOOL,False,False
101287,JC101287,02/21/2016 03:55:00 AM,BATTERY,SIDEWALK,False,True
101288,JC101288,01/11/2016 12:22:00 PM,BURGLARY,SCHOOL,False,True
101289,JC101289,07/01/2016 06:39:00 PM,MOTOR VEHICLE THEFT,STREET,False,True
101290,JC101290,09/18/2018 07:43:00 PM,ASSAULT,SCHOOL,True,False
101291,JC101291,12/27/2016 09:30:00 PM,ASSAULT,RESIDENCE,False,False
101292,JC101292,10/09/2017 09:20:00 PM,ROBBERY,STREET,False,False
101293,JC101293,09/18/2018 10:23:00 PM,THEFT,RESIDENCE,False,True
101294,JC101294,05/08/2019 03:56:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,False,False
101295,JC101295,04/30/2016 04:43:00 PM,BURGLARY,PARKING LOT,False,True
101296,JC101296,12/14/2018 11:34:00 PM,ROBBERY,STREET,True,False
101297,JC101297,07/19/2016 09:15:00 PM,THEFT,RESIDENCE,True,True
101298,JC101298,11/22/2016 09:52:00 AM,THEFT,STREET,False,True
101299,JC101299,11/03/2015 02:39:00 AM,NARCOTICS,SIDEWALK,True,False
101300,JC101300,09/19/2018 06:48:00 AM,CRIMINAL DAMAGE,SIDEWALK,True,False
101301,JC101301,12/04/2019 02:18:00 PM,BURGLARY,RESIDENCE,False,False
101302,JC101302,06/14/2016 06:15:00 AM,ROBBERY,PARKING LOT,True,False
101303,JC101303,10/25/2018 07:37:00 AM,BURGLARY,SIDEWALK,False,False
101304,JC101304,02/01/2017 05:47:00 AM,MOTOR VEHICLE THEFT,PARKING LOT,True,False
101305,JC101305,04/22/2015 12:13:00 PM,THEFT,RESIDENCE,True,False
101306,JC101306,11/10/2018 12:44:00 AM,NARCOTICS,RESIDENCE,True,True
101307,JC101307,07/06/2015 09:38:00 PM,ROBBERY,SCHOOL,False,False
101308,JC101308,10/21/2019 01:48:00 AM,MOTOR VEHICLE THEFT,SCHOOL,False,False
101309,JC101309,03/22/2015 12:49:00 AM,ROBBERY,APARTMENT,False,False
101310,JC101310,07/11/2016 06:42:00 PM,BURGLARY,PARKING LOT,True,False
101311,JC101311,07/06/2015 12:53:00 PM,BATTERY,SIDEWALK,True,True
101312,JC101312,06/21/2018 05:17:00 AM,ASSAULT,SIDEWALK,True,True
101313,JC101313,03/17/2015 01:47:00 AM,ROBBERY,SCHOOL,True,False
101314,JC101314,01/05/2016 02:12:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,True,True
101315,JC101315,11/25/2015 06:52:00 PM,CRIMINAL DAMAGE,PARKING LOT,True,False
101316,JC101316,06/23/2017 04:02:00 PM,NARCOTICS,PARKING LOT,False,False
101317,JC101317,12/20/2015 02:39:00 PM,ROBBERY,SIDEWALK,True,False
101318,JC101318,06/02/2019 09:00:00 PM,ASSAULT,APARTMENT,False,False
101319,JC101319,06/10/2015 12:34:00 AM,BATTERY,APARTMENT,True,False
101320,JC101320,11/11/2016 07:29:00 PM,ASSAULT,SIDEWALK,False,False
101321,JC101321,12/13/2019 05:00:00 AM,NARCOTICS,PARKING LOT,True,False
101322,JC101322,06/04/2017 11:12:00 PM,CRIMINAL DAMAGE,SCHOOL,False,True
101323,JC101323,01/01/2016 04:22:00 AM,BURGLARY,PARKING LOT,False,False
101324,JC101324,08/07/2015 10:25:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,False,True
101325,JC101325,08/06/2017 05:46:00 PM,BURGLARY,PARKING LOT,True,False
101326,JC101326,03/30/2017 10:33:00 PM,ROBBERY,RESIDENCE,False,False
101327,JC101327,10/09/2017 03:08:00 AM,NARCOTICS,APARTMENT,True,False
101328,JC101328,03/30/2017 05:01:00 PM,ASSAULT,RESIDENCE,False,True
101329,JC101329,11/27/2017 10:17:00 AM,BURGLARY,SIDEWALK,False,False
101330,JC101330,05/06/2016 06:15:00 AM,ROBBERY,STREET,False,True
101331,JC101331,12/24/2015 07:38:00 PM,NARCOTICS,APARTMENT,True,False
101332,JC101332,08/02/2016 12:18:00 AM,CRIMINAL DAMAGE,SCHOOL,True,False
101333,JC101333,11/01/2017 09:46:00 PM,ROBBERY,APARTMENT,False,False
101334,JC101334,05/16/2018 12:33:00 PM,CRIMINAL DAMAGE,STREET,True,False
101335,JC101335,08/12/2018 03:11:00 AM,ASSAULT,SCHOOL,False,False
101336,JC101336,03/03/2018 08:02:00 PM,NARCOTICS,PARKING LOT,False,False
101337,JC101337,10/13/2018 12:27:00 PM,ASSAULT,RESIDENCE,False,False
101338,JC101338,01/04/2015 04:42:00 AM,NARCOTICS,SCHOOL,True,False
101339,JC101339,03/03/2015 09:24:00 PM,THEFT,APARTMENT,False,True
101340,JC101340,03/06/2015 11:40:00 PM,THEFT,APARTMENT,True,False
101341,JC101341,03/29/2015 05:56:00 AM,THEFT,SCHOOL,False,True
101342,JC101342,03/18/2015 01:23:00 PM,BATTERY,SIDEWALK,False,True
101343,JC101343,09/06/2016 04:22:00 PM,ROBBERY,SIDEWALK,False,False
101344,JC101344,07/26/2018 06:20:00 PM,BATTERY,RESIDENCE,False,True
101345,JC101345,02/06/2018 03:55:00 AM,ROBBERY,PARKING LOT,True,False
101346,JC101346,10/13/2016 07:53:00 PM,CRIMINAL DAMAGE,STREET,True,False
101347,JC101347,10/30/2018 09:41:00 PM,BURGLARY,SIDEWALK,True,False
101348,JC101348,02/20/2016 04:53:00 PM,THEFT,SCHOOL,False,True
101349,JC101349,11/13/2016 10:59:00 PM,CRIMINAL DAMAGE,APARTMENT,True,True
101350,JC101350,05/12/2017 09:46:00 AM,THEFT,RESIDENCE,True,True
101351,JC101351,06/12/2015 10:13:00 AM,ASSAULT,SIDEWALK,True,True
101352,JC101352,06/07/2019 10:17:00 PM,BURGLARY,STREET,False,True
101353,JC101353,01/21/2015 11:20:00 PM,BATTERY,SCHOOL,True,False
101354,JC101354,01/06/2016 05:40:00 AM,NARCOTICS,SIDEWALK,False,True
101355,JC101355,10/28/2019 09:46:00 PM,CRIMINAL DAMAGE,STREET,True,True
101356,JC101356,04/23/2019 01:13:00 AM,CRIMINAL DAMAGE,APARTMENT,True,False
101357,JC101357,03/14/2019 08:25:00 AM,CRIMINAL DAMAGE,PARKING LOT,False,False
101358,JC101358,07/08/2017 01:43:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,False,True
101359,JC101359,08/18/2018 06:44:00 PM,MOTOR VEHICLE THEFT,STREET,False,True
101360,JC101360,04/29/2016 09:50:00 PM,NARCOTICS,SIDEWALK,False,True
101361,JC101361,06/10/2019 09:41:00 PM,NARCOTICS,PARKING LOT,True,False
101362,JC101362,08/19/2017 06:18:00 PM,BURGLARY,APARTMENT,True,False
101363,JC101363,04/27/2015 08:47:00 AM,CRIMINAL DAMAGE,SIDEWALK,True,True
101364,JC101364,10/29/2019 11:35:00 PM,THEFT,PARKING LOT,True,True
101365,JC101365,11/28/2015 12:59:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,False
101366,JC101366,11/29/2019 12:05:00 AM,CRIMINAL DAMAGE,PARKING LOT,False,True
101367,JC101367,11/24/2018 02:03:00 PM,ASSAULT,SIDEWALK,False,False
101368,JC101368,05/16/2019 10:36:00 AM,MOTOR VEHICLE THEFT,SCHOOL,True,False
101369,JC101369,03/03/2016 08:14:00 AM,BATTERY,SIDEWALK,True,False
101370,JC101370,09/13/2015 12:10:00 PM,ROBBERY,STREET,False,True
101371,JC101371,08/24/2018 01:16:00 PM,BURGLARY,APARTMENT,True,False
101372,JC101372,01/04/2018 04:22:00 AM,ROBBERY,PARKING LOT,True,False
101373,JC101373,04/30/2018 06:02:00 PM,BATTERY,APARTMENT,False,False
101374,JC101374,09/29/2017 12:13:00 AM,NARCOTICS,PARKING LOT,True,False
101375,JC101375,08/06/2019 03:57:00 AM,CRIMINAL DAMAGE,SIDEWALK,True,True
101376,JC101376,12/01/2019 02:34:00 AM,ASSAULT,SIDEWALK,True,False
101377,JC101377,01/21/2015 12:46:00 PM,ROBBERY,APARTMENT,False,False
101378,JC101378,10/01/2017 03:46:00 AM,BATTERY,APARTMENT,True,True
101379,JC101379,10/27/2019 12:57:00 PM,MOTOR VEHICLE THEFT,STREET,True,True
101380,JC101380,01/23/2015 09:05:00 AM,BURGLARY,STREET,False,True
101381,JC101381,07/22/2017 11:26:00 AM,BURGLARY,SCHOOL,False,False
101382,JC101382,09/10/2019 09:25:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,True
101383,JC101383,02/17/2015 03:16:00 AM,NARCOTICS,SIDEWALK,False,False
101384,JC101384,12/08/2015 10:03:00 PM,THEFT,SCHOOL,True,False
101385,JC101385,12/15/2018 12:13:00 PM,ROBBERY,PARKING LOT,False,True
101386,JC101386,12/05/2015 06:04:00 AM,BURGLARY,SIDEWALK,True,False
101387,JC101387,10/04/2019 01:39:00 AM,MOTOR VEHICLE THEFT,APARTMENT,False,True
101388,JC101388,08/03/2016 02:01:00 AM,THEFT,PARKING LOT,False,False
101389,JC101389,12/30/2015 10:11:00 PM,ASSAULT,SCHOOL,True,False
101390,JC101390,02/13/2016 05:37:00 AM,BURGLARY,STREET,True,True
101391,JC101391,06/04/2019 11:33:00 AM,ROBBERY,SCHOOL,False,True
101392,JC101392,05/03/2016 03:38:00 PM,ASSAULT,SIDEWALK,False,False
101393,JC101393,05/30/2019 03:39:00 AM,ROBBERY,SCHOOL,False,True
101394,JC101394,07/19/2017 01:49:00 PM,MOTOR VEHICLE THEFT,APARTMENT,True,True
101395,JC101395,11/15/2016 06:56:00 AM,CRIMINAL DAMAGE,SIDEWALK,False,True
101396,JC101396,01/10/2019 12:26:00 PM,BATTERY,APARTMENT,False,False
101397,JC101397,11/21/2017 10:45:00 PM,NARCOTICS,RESIDENCE,True,True
101398,JC101398,07/13/2016 02:59:00 PM,MOTOR VEHICLE THEFT,STREET,True,False
101399,JC101399,05/25/2018 04:35:00 PM,ROBBERY,PARKING LOT,True,False
101400,JC101400,09/04/2019 07:44:00 AM,MOTOR VEHICLE THEFT,APARTMENT,True,True
101401,JC101401,03/07/2016 05:04:00 AM,ROBBERY,RESIDENCE,False,False
101402,JC101402,12/14/2015 10:02:00 PM,THEFT,APARTMENT,True,True
101403,JC101403,07/11/2015 12:33:00 AM,CRIMINAL DAMAGE,STREET,True,False
101404,JC101404,02/15/2017 09:08:00 PM,NARCOTICS,PARKING LOT,True,True
101405,JC101405,02/16/2018 11:38:00 PM,BATTERY,RESIDENCE,True,False
101406,JC101406,03/16/2018 01:16:00 PM,ASSAULT,SCHOOL,False,False
101407,JC101407,03/31/2015 01:39:00 AM,BURGLARY,SIDEWALK,False,True
101408,JC101408,09/22/2019 11:50:00 PM,CRIMINAL DAMAGE,SCHOOL,False,False
101409,JC101409,11/29/2017 06:38:00 PM,ASSAULT,SIDEWALK,False,False
101410,JC101410,07/27/2018 03:01:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,False,True
101411,JC101411,09/13/2015 01:09:00 PM,CRIMINAL DAMAGE,SCHOOL,False,True
101412,JC101412,04/30/2016 08:13:00 AM,CRIMINAL DAMAGE,STREET,True,False
101413,JC101413,03/30/2018 10:26:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,False
101414,JC101414,03/23/2019 09:40:00 AM,NARCOTICS,PARKING LOT,True,True
101415,JC101415,06/23/2019 04:03:00 PM,THEFT,SCHOOL,False,True
101416,JC101416,06/13/2017 09:58:00 AM,BATTERY,STREET,False,True
101417,JC101417,12/15/2016 02:57:00 AM,CRIMINAL DAMAGE,PARKING LOT,True,True
101418,JC101418,11/12/2016 02:55:00 AM,THEFT,SIDEWALK,False,True
101419,JC101419,09/22/2016 10:03:00 PM,MOTOR VEHICLE THEFT,STREET,True,True
101420,JC101420,10/04/2019 03:59:00 PM,BURGLARY,SCHOOL,True,True
101421,JC101421,11/04/2017 10:29:00 PM,THEFT,SIDEWALK,False,False
101422,JC101422,03/13/2018 06:09:00 AM,BATTERY,PARKING LOT,True,False
101423,JC101423,08/25/2018 05:19:00 PM,THEFT,SCHOOL,True,True
101424,JC101424,05/09/2016 01:31:00 AM,CRIMINAL DAMAGE,SIDEWALK,False,False
101425,JC101425,04/25/2018 02:40:00 AM,BURGLARY,SCHOOL,False,True
101426,JC101426,05/26/2018 03:34:00 AM,ROBBERY,APARTMENT,False,True
101427,JC101427,06/23/2016 07:57:00 PM,MOTOR VEHICLE THEFT,APARTMENT,False,False
101428,JC101428,08/31/2016 02:07:00 PM,ASSAULT,SCHOOL,True,False
101429,JC101429,05/12/2018 06:55:00 AM,THEFT,PARKING LOT,False,True
101430,JC101430,05/18/2016 06:34:00 PM,BURGLARY,STREET,True,True
101431,JC101431,01/16/2018 07:23:00 AM,ASSAULT,SCHOOL,False,True
101432,JC101432,12/15/2015 09:46:00 PM,ASSAULT,PARKING LOT,True,True
101433,JC101433,12/02/2019 06:46:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,False
101434,JC101434,06/22/2016 07:32:00 AM,ASSAULT,PARKING LOT,True,True
101435,JC101435,03/28/2015 11:05:00 PM,THEFT,APARTMENT,False,False
101436,JC101436,01/14/2015 01:31:00 AM,NARCOTICS,SIDEWALK,True,False
101437,JC101437,06/24/2015 04:45:00 AM,BATTERY,SCHOOL,True,False
101438,JC101438,12/07/2016 05:08:00 AM,BURGLARY,PARKING LOT,False,False
101439,JC101439,06/07/2019 06:34:00 AM,ROBBERY,PARKING LOT,True,False
101440,JC101440,01/28/2018 10:29:00 AM,MOTOR VEHICLE THEFT,APARTMENT,True,True
101441,JC101441,03/12/2019 06:01:00 PM,BATTERY,APARTMENT,False,True
101442,JC101442,08/09/2015 01:48:00 AM,ROBBERY,APARTMENT,False,True
101443,JC101443,07/16/2018 02:44:00 PM,BURGLARY,PARKING LOT,True,True
101444,JC101444,12/12/2015 07:37:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,False,False
101445,JC101445,05/27/2018 04:28:00 AM,BURGLARY,APARTMENT,False,True
101446,JC101446,10/03/2015 05:57:00 AM,ROBBERY,SIDEWALK,True,False
101447,JC101447,11/21/2018 01:30:00 PM,ROBBERY,RESIDENCE,False,True
101448,JC101448,12/13/2018 07:17:00 PM,THEFT,SCHOOL,False,False
101449,JC101449,07/16/2018 05:56:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,False
101450,JC101450,07/29/2019 10:15:00 AM,BURGLARY,SCHOOL,True,True
101451,JC101451,11/10/2019 11:48:00 PM,MOTOR VEHICLE THEFT,SCHOOL,True,True
101452,JC101452,07/23/2016 01:23:00 PM,ASSAULT,PARKING LOT,True,False
101453,JC101453,03/01/2015 03:43:00 AM,ASSAULT,APARTMENT,True,True
101454,JC101454,09/26/2018 03:29:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,True
101455,JC101455,01/28/2016 01:13:00 AM,BATTERY,RESIDENCE,False,False
101456,JC101456,01/19/2016 04:56:00 PM,NARCOTICS,APARTMENT,False,False
101457,JC101457,06/21/2016 03:13:00 AM,BURGLARY,APARTMENT,False,False
101458,JC101458,11/26/2017 11:15:00 PM,BURGLARY,STREET,True,True
101459,JC101459,07/18/2017 09:28:00 PM,ASSAULT,SCHOOL,False,False
101460,JC101460,12/29/2019 03:45:00 PM,BURGLARY,SIDEWALK,True,True
101461,JC101461,12/25/2016 05:34:00 AM,CRIMINAL DAMAGE,SIDEWALK,True,False
101462,JC101462,01/11/2018 01:59:00 PM,CRIMINAL DAMAGE,PARKING LOT,True,False
101463,JC101463,11/24/2019 10:45:00 AM,BURGLARY,SCHOOL,False,False
101464,JC101464,02/26/2016 02:34:00 AM,MOTOR VEHICLE THEFT,SCHOOL,True,True
101465,JC101465,12/26/2018 11:52:00 PM,BURGLARY,RESIDENCE,False,True
101466,JC101466,12/13/2015 06:08:00 PM,BURGLARY,PARKING LOT,False,False
101467,JC101467,01/13/2018 03:37:00 PM,BURGLARY,APARTMENT,True,True
101468,JC101468,06/03/2016 11:05:00 PM,THEFT,APARTMENT,True,True
101469,JC101469,01/01/2016 12:46:00 PM,THEFT,SCHOOL,True,False
101470,JC101470,04/06/2017 04:14:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,True
101471,JC101471,10/25/2016 10:36:00 PM,CRIMINAL DAMAGE,APARTMENT,False,True
101472,JC101472,04/10/2018 05:04:00 AM,THEFT,APARTMENT,True,False
101473,JC101473,01/05/2017 04:53:00 AM,THEFT,SCHOOL,False,False
101474,JC101474,02/09/2015 04:53:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,True
101475,JC101475,08/23/2016 10:43:00 AM,THEFT,SIDEWALK,True,True
101476,JC101476,01/13/2015 11:14:00 PM,ASSAULT,STREET,True,True
101477,JC101477,06/06/2016 04:47:00 PM,THEFT,PARKING LOT,False,False
101478,JC101478,09/10/2017 12:04:00 AM,BURGLARY,RESIDENCE,True,True
101479,JC101479,11/02/2015 04:40:00 AM,THEFT,PARKING LOT,True,True
101480,JC101480,11/20/2018 12:25:00 AM,BATTERY,PARKING LOT,True,False
101481,JC101481,05/28/2016 04:04:00 PM,BATTERY,APARTMENT,False,False
101482,JC101482,11/03/2017 12:32:00 PM,ROBBERY,SIDEWALK,False,True
101483,JC101483,11/17/2017 05:30:00 AM,THEFT,APARTMENT,False,False
101484,JC101484,05/17/2017 09:59:00 PM,BATTERY,SIDEWALK,True,True
101485,JC101485,10/13/2018 07:49:00 PM,ROBBERY,SIDEWALK,True,False
101486,JC101486,07/14/2018 04:23:00 PM,ROBBERY,STREET,True,True
101487,JC101487,06/26/2016 05:05:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,False
101488,JC101488,12/19/2016 08:19:00 PM,ASSAULT,SCHOOL,True,True
101489,JC101489,04/07/2017 12:42:00 AM,THEFT,SIDEWALK,False,True
101490,JC101490,03/27/2017 01:56:00 AM,MOTOR VEHICLE THEFT,PARKING LOT,False,False
101491,JC101491,07/09/2017 07:47:00 AM,THEFT,SCHOOL,True,False
101492,JC101492,12/26/2015 09:59:00 PM,ROBBERY,PARKING LOT,False,True
101493,JC101493,11/14/2015 04:01:00 AM,THEFT,STREET,True,False
101494,JC101494,11/24/2015 09:38:00 PM,MOTOR VEHICLE THEFT,SCHOOL,False,True
101495,JC101495,10/28/2018 03:01:00 AM,CRIMINAL DAMAGE,PARKING LOT,True,True
101496,JC101496,09/26/2016 08:34:00 AM,BATTERY,SIDEWALK,False,False
101497,JC101497,07/30/2018 04:31:00 AM,BURGLARY,SCHOOL,False,True
101498,JC101498,07/02/2019 04:38:00 AM,THEFT,APARTMENT,False,True
101499,JC101499,02/02/2015 07:01:00 PM,BURGLARY,PARKING LOT,False,False
